3, 6, 358, 5
4, 6, 1170, 6
3, 6, 407, 5
4, 6, 790, 6
3, 6, 398, 5
4, 6, 1191, 6
3, 6, 424, 5
4, 6, 811, 6
3, 6, 559, 6
4, 6, 806, 6
3, 6, 535, 6
4, 6, 832, 6
3, 6, 703, 9
4, 6, 1004, 6
3, 6, 755, 9
4, 6, 1048, 6
3, 6, 668, 7
4, 6, 790, 7
3, 6, 708, 7
4, 6, 812, 7
3, 6, 861, 9
4, 6, 2525, 18
3, 6, 860, 9
4, 6, 2728, 18
3, 6, 704, 8
4, 6, 1055, 6
3, 6, 691, 8
4, 6, 1044, 6
3, 6, 804, 8
4, 6, 1964, 12
3, 6, 808, 8
4, 6, 1958, 12
3, 6, 487, 5
4, 6, 1212, 8
3, 6, 487, 5
4, 6, 1315, 8
3, 6, 413, 5
4, 6, 1789, 16
3, 6, 428, 5
4, 6, 1769, 16
4, 6, 863, 8
4, 6, 841, 8
4, 6, 840, 8
4, 6, 979, 8
4, 6, 871, 8
4, 6, 862, 8
4, 6, 860, 8
4, 6, 903, 8
3, 6, 705, 10
4, 6, 1369, 14
3, 6, 699, 10
4, 6, 1339, 14
3, 6, 487, 5
4, 6, 1166, 10
3, 6, 459, 5
4, 6, 1149, 10
3, 6, 625, 4
4, 6, 1099, 6
3, 6, 562, 4
4, 6, 1127, 6
3, 6, 437, 4
4, 6, 2442, 11
3, 6, 465, 4
4, 6, 2205, 11
3, 6, 440, 5
4, 6, 1161, 7
3, 6, 492, 5
4, 6, 1150, 7
3, 6, 461, 5
4, 6, 1542, 10
3, 6, 462, 5
4, 6, 1524, 10
3, 6, 473, 4
4, 6, 885, 6
3, 6, 456, 4
4, 6, 862, 6
3, 6, 828, 10
4, 6, 1616, 7
3, 6, 865, 10
4, 6, 1253, 7
3, 6, 1174, 11
4, 6, 1991, 12
3, 6, 1157, 11
4, 6, 1987, 12
3, 6, 748, 8
4, 6, 1740, 13
3, 6, 740, 8
4, 6, 1746, 13
3, 6, 516, 5
4, 6, 1063, 6
3, 6, 513, 5
4, 6, 1055, 6
3, 6, 947, 7
4, 6, 1411, 10
3, 6, 922, 7
4, 6, 1303, 10
4, 6, 899, 6
4, 6, 892, 6
4, 6, 891, 6
4, 6, 865, 6
3, 6, 1082, 11
4, 6, 1559, 9
3, 6, 1073, 11
4, 6, 1595, 9
3, 6, 568, 7
4, 6, 1526, 13
3, 6, 559, 7
4, 6, 1509, 13
3, 6, 767, 8
4, 6, 1325, 11
3, 6, 767, 8
4, 6, 1333, 11
3, 6, 532, 5
4, 6, 2373, 13
3, 6, 533, 5
4, 6, 2546, 13
3, 6, 343, 3
4, 6, 988, 4
3, 6, 322, 3
4, 6, 979, 4
3, 6, 510, 7
4, 6, 1748, 13
3, 6, 501, 7
4, 6, 1776, 13
3, 6, 474, 5
4, 6, 1187, 9
3, 6, 431, 5
4, 6, 1214, 9
3, 6, 456, 6
4, 6, 1514, 11
3, 6, 478, 6
4, 6, 1551, 11
3, 6, 1226, 15
4, 6, 1585, 15
3, 6, 1213, 15
4, 6, 1596, 15
3, 6, 519, 6
4, 6, 1283, 8
3, 6, 520, 6
4, 6, 1298, 8
3, 6, 362, 5
4, 6, 776, 6
3, 6, 353, 5
4, 6, 753, 6
3, 6, 415, 5
4, 6, 771, 6
3, 6, 398, 5
4, 6, 757, 6
3, 6, 527, 6
4, 6, 768, 6
3, 6, 616, 6
4, 6, 842, 6
3, 6, 707, 9
4, 6, 1001, 6
3, 6, 694, 9
4, 6, 1083, 6
3, 6, 656, 7
4, 6, 1045, 7
3, 6, 646, 7
4, 6, 808, 7
3, 6, 848, 9
4, 6, 2650, 18
3, 6, 893, 9
4, 6, 2533, 18
3, 6, 699, 8
4, 6, 1069, 6
3, 6, 691, 8
4, 6, 1060, 6
3, 6, 813, 8
4, 6, 1943, 12
3, 6, 806, 8
4, 6, 2000, 12
3, 6, 408, 5
4, 6, 1200, 8
3, 6, 534, 5
4, 6, 1355, 8
3, 6, 413, 5
4, 6, 1714, 16
3, 6, 411, 5
4, 6, 1693, 16
4, 6, 843, 8
4, 6, 816, 8
4, 6, 809, 8
4, 6, 795, 8
4, 6, 875, 8
4, 6, 842, 8
4, 6, 843, 8
4, 6, 845, 8
